BEEID,CONDITION,CNUM,CHOICE
16,SPEAKER_DISCRETE,16,1
16,SPEAKER_DISCRETE,17,1
16,SPEAKER_DISCRETE,18,1
16,SPEAKER_DISCRETE,19,1
16,SPEAKER_DISCRETE,20,0
16,SPEAKER_DISCRETE,21,0
16,SPEAKER_DISCRETE,22,1
16,SPEAKER_DISCRETE,23,1
16,SPEAKER_DISCRETE,24,0
16,SPEAKER_DISCRETE,25,1
16,SPEAKER_DISCRETE,26,1
16,SPEAKER_DISCRETE,27,1
16,SPEAKER_DISCRETE,28,0
16,SPEAKER_DISCRETE,29,1
16,SPEAKER_DISCRETE,30,1
16,SPEAKER_DISCRETE,31,1
16,SPEAKER_DISCRETE,32,0
16,SPEAKER_DISCRETE,33,1
16,SPEAKER_DISCRETE,34,0
16,SPEAKER_DISCRETE,35,0
16,SPEAKER_DISCRETE,36,1
16,SPEAKER_DISCRETE,37,1
16,SPEAKER_DISCRETE,38,0
16,SPEAKER_DISCRETE,39,0
16,SPEAKER_DISCRETE,40,1
16,SPEAKER_DISCRETE,41,1
16,SPEAKER_DISCRETE,42,0
16,SPEAKER_DISCRETE,43,0
16,SPEAKER_DISCRETE,44,0
16,SPEAKER_DISCRETE,45,0
16,SPEAKER_DISCRETE,46,1
16,SPEAKER_DISCRETE,47,1
16,SPEAKER_DISCRETE,48,0
16,SPEAKER_DISCRETE,49,1
16,SPEAKER_DISCRETE,50,1
16,SPEAKER_DISCRETE,51,0
16,SPEAKER_DISCRETE,52,1
16,SPEAKER_DISCRETE,53,0
16,SPEAKER_DISCRETE,54,1
16,SPEAKER_DISCRETE,55,0
16,SPEAKER_DISCRETE,56,1
16,SPEAKER_DISCRETE,57,0
16,SPEAKER_DISCRETE,58,0
16,SPEAKER_DISCRETE,59,1
16,SPEAKER_DISCRETE,60,1
16,SPEAKER_DISCRETE,61,1
16,SPEAKER_DISCRETE,62,1
16,SPEAKER_DISCRETE,63,0
16,SPEAKER_DISCRETE,64,1
16,SPEAKER_DISCRETE,65,1
16,SPEAKER_DISCRETE,66,1
16,SPEAKER_DISCRETE,67,0
16,SPEAKER_DISCRETE,68,1
16,SPEAKER_DISCRETE,69,0
16,SPEAKER_DISCRETE,70,0
16,SPEAKER_DISCRETE,71,0
16,SPEAKER_DISCRETE,72,1
16,SPEAKER_DISCRETE,73,0
16,SPEAKER_DISCRETE,74,0
16,SPEAKER_DISCRETE,75,0
16,SPEAKER_DISCRETE,76,0
16,SPEAKER_DISCRETE,77,0
16,SPEAKER_DISCRETE,78,1
16,SPEAKER_DISCRETE,79,1
16,SPEAKER_DISCRETE,80,0
16,SPEAKER_DISCRETE,81,1
16,SPEAKER_DISCRETE,82,1
16,SPEAKER_DISCRETE,83,0
16,SPEAKER_DISCRETE,84,1
16,SPEAKER_DISCRETE,85,0
16,SPEAKER_DISCRETE,86,1
16,SPEAKER_DISCRETE,87,0
16,SPEAKER_DISCRETE,88,1
16,SPEAKER_DISCRETE,89,0
16,SPEAKER_DISCRETE,90,0
16,SPEAKER_DISCRETE,91,1
16,SPEAKER_DISCRETE,92,1
16,SPEAKER_DISCRETE,93,1
16,SPEAKER_DISCRETE,94,1
16,SPEAKER_DISCRETE,95,0
16,SPEAKER_DISCRETE,96,1
16,SPEAKER_DISCRETE,97,1
16,SPEAKER_DISCRETE,98,1
16,SPEAKER_DISCRETE,99,1
16,SPEAKER_DISCRETE,100,0
17,SPEAKER_DISCRETE,1,1
17,SPEAKER_DISCRETE,2,1
17,SPEAKER_DISCRETE,3,1
17,SPEAKER_DISCRETE,4,0
17,SPEAKER_DISCRETE,5,1
17,SPEAKER_DISCRETE,6,0
17,SPEAKER_DISCRETE,7,0
17,SPEAKER_DISCRETE,8,1
17,SPEAKER_DISCRETE,9,0
17,SPEAKER_DISCRETE,10,0
17,SPEAKER_DISCRETE,11,1
17,SPEAKER_DISCRETE,12,0
17,SPEAKER_DISCRETE,13,1
17,SPEAKER_DISCRETE,14,0
17,SPEAKER_DISCRETE,15,0
17,SPEAKER_DISCRETE,16,1
17,SPEAKER_DISCRETE,17,1
17,SPEAKER_DISCRETE,18,0
17,SPEAKER_DISCRETE,19,1
17,SPEAKER_DISCRETE,20,0
17,SPEAKER_DISCRETE,21,0
17,SPEAKER_DISCRETE,22,0
17,SPEAKER_DISCRETE,23,0
17,SPEAKER_DISCRETE,24,0
17,SPEAKER_DISCRETE,25,0
17,SPEAKER_DISCRETE,26,1
17,SPEAKER_DISCRETE,27,0
17,SPEAKER_DISCRETE,28,0
17,SPEAKER_DISCRETE,29,1
17,SPEAKER_DISCRETE,30,1
17,SPEAKER_DISCRETE,31,0
17,SPEAKER_DISCRETE,32,1
17,SPEAKER_DISCRETE,33,0
17,SPEAKER_DISCRETE,34,1
17,SPEAKER_DISCRETE,35,0
17,SPEAKER_DISCRETE,36,0
17,SPEAKER_DISCRETE,37,1
17,SPEAKER_DISCRETE,38,1
17,SPEAKER_DISCRETE,39,1
17,SPEAKER_DISCRETE,40,1
17,SPEAKER_DISCRETE,41,0
17,SPEAKER_DISCRETE,42,0
17,SPEAKER_DISCRETE,43,0
17,SPEAKER_DISCRETE,44,0
17,SPEAKER_DISCRETE,45,1
17,SPEAKER_DISCRETE,46,0
17,SPEAKER_DISCRETE,47,1
17,SPEAKER_DISCRETE,48,1
17,SPEAKER_DISCRETE,49,0
17,SPEAKER_DISCRETE,50,0
17,SPEAKER_DISCRETE,51,0
17,SPEAKER_DISCRETE,52,1
17,SPEAKER_DISCRETE,53,0
17,SPEAKER_DISCRETE,54,1
17,SPEAKER_DISCRETE,55,0
17,SPEAKER_DISCRETE,56,0
17,SPEAKER_DISCRETE,57,0
17,SPEAKER_DISCRETE,58,1
17,SPEAKER_DISCRETE,59,1
17,SPEAKER_DISCRETE,60,0
17,SPEAKER_DISCRETE,61,0
17,SPEAKER_DISCRETE,62,0
17,SPEAKER_DISCRETE,63,1
17,SPEAKER_DISCRETE,64,1
17,SPEAKER_DISCRETE,65,1
17,SPEAKER_DISCRETE,66,0
17,SPEAKER_DISCRETE,67,1
17,SPEAKER_DISCRETE,68,0
17,SPEAKER_DISCRETE,69,0
17,SPEAKER_DISCRETE,70,0
17,SPEAKER_DISCRETE,71,1
17,SPEAKER_DISCRETE,72,1
17,SPEAKER_DISCRETE,73,1
17,SPEAKER_DISCRETE,74,1
17,SPEAKER_DISCRETE,75,1
17,SPEAKER_DISCRETE,76,0
17,SPEAKER_DISCRETE,77,1
17,SPEAKER_DISCRETE,78,1
17,SPEAKER_DISCRETE,79,1
17,SPEAKER_DISCRETE,80,0
17,SPEAKER_DISCRETE,81,0
17,SPEAKER_DISCRETE,82,0
17,SPEAKER_DISCRETE,83,0
17,SPEAKER_DISCRETE,84,1
17,SPEAKER_DISCRETE,85,0
17,SPEAKER_DISCRETE,86,0
17,SPEAKER_DISCRETE,87,1
17,SPEAKER_DISCRETE,88,1
17,SPEAKER_DISCRETE,89,0
17,SPEAKER_DISCRETE,90,1
17,SPEAKER_DISCRETE,91,0
17,SPEAKER_DISCRETE,92,0
17,SPEAKER_DISCRETE,93,1
17,SPEAKER_DISCRETE,94,0
17,SPEAKER_DISCRETE,95,0
17,SPEAKER_DISCRETE,96,1
17,SPEAKER_DISCRETE,97,0
17,SPEAKER_DISCRETE,98,1
17,SPEAKER_DISCRETE,99,1
17,SPEAKER_DISCRETE,100,1
18,SPEAKER_DISCRETE,1,0
18,SPEAKER_DISCRETE,2,0
18,SPEAKER_DISCRETE,3,0
18,SPEAKER_DISCRETE,4,0
18,SPEAKER_DISCRETE,5,1
18,SPEAKER_DISCRETE,6,1
18,SPEAKER_DISCRETE,7,0
18,SPEAKER_DISCRETE,8,1
18,SPEAKER_DISCRETE,9,1
18,SPEAKER_DISCRETE,10,0
18,SPEAKER_DISCRETE,11,0
18,SPEAKER_DISCRETE,12,0
18,SPEAKER_DISCRETE,13,1
18,SPEAKER_DISCRETE,14,1
18,SPEAKER_DISCRETE,15,0
18,SPEAKER_DISCRETE,16,0
18,SPEAKER_DISCRETE,17,0
18,SPEAKER_DISCRETE,18,1
18,SPEAKER_DISCRETE,19,1
18,SPEAKER_DISCRETE,20,1
18,SPEAKER_DISCRETE,21,0
18,SPEAKER_DISCRETE,22,0
18,SPEAKER_DISCRETE,23,1
18,SPEAKER_DISCRETE,24,0
18,SPEAKER_DISCRETE,25,0
18,SPEAKER_DISCRETE,26,0
18,SPEAKER_DISCRETE,27,0
18,SPEAKER_DISCRETE,28,1
18,SPEAKER_DISCRETE,29,0
18,SPEAKER_DISCRETE,30,1
18,SPEAKER_DISCRETE,31,0
18,SPEAKER_DISCRETE,32,0
18,SPEAKER_DISCRETE,33,0
18,SPEAKER_DISCRETE,34,1
18,SPEAKER_DISCRETE,35,1
18,SPEAKER_DISCRETE,36,1
18,SPEAKER_DISCRETE,37,0
18,SPEAKER_DISCRETE,38,1
18,SPEAKER_DISCRETE,39,0
18,SPEAKER_DISCRETE,40,1
18,SPEAKER_DISCRETE,41,1
18,SPEAKER_DISCRETE,42,0
18,SPEAKER_DISCRETE,43,1
18,SPEAKER_DISCRETE,44,1
18,SPEAKER_DISCRETE,45,0
18,SPEAKER_DISCRETE,46,1
18,SPEAKER_DISCRETE,47,0
18,SPEAKER_DISCRETE,48,1
18,SPEAKER_DISCRETE,49,0
18,SPEAKER_DISCRETE,50,1
18,SPEAKER_DISCRETE,51,1
18,SPEAKER_DISCRETE,52,0
18,SPEAKER_DISCRETE,53,1
18,SPEAKER_DISCRETE,54,0
18,SPEAKER_DISCRETE,55,0
18,SPEAKER_DISCRETE,56,0
18,SPEAKER_DISCRETE,57,0
18,SPEAKER_DISCRETE,58,1
18,SPEAKER_DISCRETE,59,0
18,SPEAKER_DISCRETE,60,0
18,SPEAKER_DISCRETE,61,0
18,SPEAKER_DISCRETE,62,0
18,SPEAKER_DISCRETE,63,1
18,SPEAKER_DISCRETE,64,1
18,SPEAKER_DISCRETE,65,0
18,SPEAKER_DISCRETE,66,0
18,SPEAKER_DISCRETE,67,1
18,SPEAKER_DISCRETE,68,1
18,SPEAKER_DISCRETE,69,1
18,SPEAKER_DISCRETE,70,0
18,SPEAKER_DISCRETE,71,0
18,SPEAKER_DISCRETE,72,0
18,SPEAKER_DISCRETE,73,1
18,SPEAKER_DISCRETE,74,0
18,SPEAKER_DISCRETE,75,1
18,SPEAKER_DISCRETE,76,1
18,SPEAKER_DISCRETE,77,1
18,SPEAKER_DISCRETE,78,1
18,SPEAKER_DISCRETE,79,0
18,SPEAKER_DISCRETE,80,0
18,SPEAKER_DISCRETE,81,0
18,SPEAKER_DISCRETE,82,1
18,SPEAKER_DISCRETE,83,0
18,SPEAKER_DISCRETE,84,0
18,SPEAKER_DISCRETE,85,0
18,SPEAKER_DISCRETE,86,0
18,SPEAKER_DISCRETE,87,0
18,SPEAKER_DISCRETE,88,0
18,SPEAKER_DISCRETE,89,1
18,SPEAKER_DISCRETE,90,1
18,SPEAKER_DISCRETE,91,0
18,SPEAKER_DISCRETE,92,0
18,SPEAKER_DISCRETE,93,1
18,SPEAKER_DISCRETE,94,1
18,SPEAKER_DISCRETE,95,1
18,SPEAKER_DISCRETE,96,0
18,SPEAKER_DISCRETE,97,1
18,SPEAKER_DISCRETE,98,0
18,SPEAKER_DISCRETE,99,1
18,SPEAKER_DISCRETE,100,0
19,SPEAKER_DISCRETE,1,1
19,SPEAKER_DISCRETE,2,0
19,SPEAKER_DISCRETE,3,1
19,SPEAKER_DISCRETE,4,1
19,SPEAKER_DISCRETE,5,1
19,SPEAKER_DISCRETE,6,0
19,SPEAKER_DISCRETE,7,1
19,SPEAKER_DISCRETE,8,0
19,SPEAKER_DISCRETE,9,1
19,SPEAKER_DISCRETE,10,0
19,SPEAKER_DISCRETE,11,0
19,SPEAKER_DISCRETE,12,1
19,SPEAKER_DISCRETE,13,1
19,SPEAKER_DISCRETE,14,1
19,SPEAKER_DISCRETE,15,0
19,SPEAKER_DISCRETE,16,1
19,SPEAKER_DISCRETE,17,0
19,SPEAKER_DISCRETE,18,1
19,SPEAKER_DISCRETE,19,1
19,SPEAKER_DISCRETE,20,0
19,SPEAKER_DISCRETE,21,1
19,SPEAKER_DISCRETE,22,0
19,SPEAKER_DISCRETE,23,1
19,SPEAKER_DISCRETE,24,1
19,SPEAKER_DISCRETE,25,1
19,SPEAKER_DISCRETE,26,0
19,SPEAKER_DISCRETE,27,1
19,SPEAKER_DISCRETE,28,0
19,SPEAKER_DISCRETE,29,0
19,SPEAKER_DISCRETE,30,1
19,SPEAKER_DISCRETE,31,1
19,SPEAKER_DISCRETE,32,0
19,SPEAKER_DISCRETE,33,0
19,SPEAKER_DISCRETE,34,0
19,SPEAKER_DISCRETE,35,1
19,SPEAKER_DISCRETE,36,0
19,SPEAKER_DISCRETE,37,1
19,SPEAKER_DISCRETE,38,0
19,SPEAKER_DISCRETE,39,0
19,SPEAKER_DISCRETE,40,0
19,SPEAKER_DISCRETE,41,0
19,SPEAKER_DISCRETE,42,1
19,SPEAKER_DISCRETE,43,0
19,SPEAKER_DISCRETE,44,0
19,SPEAKER_DISCRETE,45,0
19,SPEAKER_DISCRETE,46,1
19,SPEAKER_DISCRETE,47,1
19,SPEAKER_DISCRETE,48,1
19,SPEAKER_DISCRETE,49,1
19,SPEAKER_DISCRETE,50,1
19,SPEAKER_DISCRETE,51,0
19,SPEAKER_DISCRETE,52,0
19,SPEAKER_DISCRETE,53,0
19,SPEAKER_DISCRETE,54,1
19,SPEAKER_DISCRETE,55,0
19,SPEAKER_DISCRETE,56,0
19,SPEAKER_DISCRETE,57,1
19,SPEAKER_DISCRETE,58,0
19,SPEAKER_DISCRETE,59,1
19,SPEAKER_DISCRETE,60,0
19,SPEAKER_DISCRETE,61,0
19,SPEAKER_DISCRETE,62,1
19,SPEAKER_DISCRETE,63,0
19,SPEAKER_DISCRETE,64,1
19,SPEAKER_DISCRETE,65,1
19,SPEAKER_DISCRETE,66,0
19,SPEAKER_DISCRETE,67,0
19,SPEAKER_DISCRETE,68,0
19,SPEAKER_DISCRETE,69,1
19,SPEAKER_DISCRETE,70,1
19,SPEAKER_DISCRETE,71,1
19,SPEAKER_DISCRETE,72,0
19,SPEAKER_DISCRETE,73,1
19,SPEAKER_DISCRETE,74,1
19,SPEAKER_DISCRETE,75,0
19,SPEAKER_DISCRETE,76,0
19,SPEAKER_DISCRETE,77,0
19,SPEAKER_DISCRETE,78,0
19,SPEAKER_DISCRETE,79,1
19,SPEAKER_DISCRETE,80,0
19,SPEAKER_DISCRETE,81,1
19,SPEAKER_DISCRETE,82,0
19,SPEAKER_DISCRETE,83,1
19,SPEAKER_DISCRETE,84,1
19,SPEAKER_DISCRETE,85,0
19,SPEAKER_DISCRETE,86,0
19,SPEAKER_DISCRETE,87,1
19,SPEAKER_DISCRETE,88,0
19,SPEAKER_DISCRETE,89,1
19,SPEAKER_DISCRETE,90,0
19,SPEAKER_DISCRETE,91,1
19,SPEAKER_DISCRETE,92,1
19,SPEAKER_DISCRETE,93,1
19,SPEAKER_DISCRETE,94,1
19,SPEAKER_DISCRETE,95,1
19,SPEAKER_DISCRETE,96,0
19,SPEAKER_DISCRETE,97,1
19,SPEAKER_DISCRETE,98,0
19,SPEAKER_DISCRETE,99,1
19,SPEAKER_DISCRETE,100,1
20,SPEAKER_DISCRETE,1,1
20,SPEAKER_DISCRETE,2,1
20,SPEAKER_DISCRETE,3,0
20,SPEAKER_DISCRETE,4,0
20,SPEAKER_DISCRETE,5,1
20,SPEAKER_DISCRETE,6,1
20,SPEAKER_DISCRETE,7,0
20,SPEAKER_DISCRETE,8,1
20,SPEAKER_DISCRETE,9,1
20,SPEAKER_DISCRETE,10,0
20,SPEAKER_DISCRETE,11,1
20,SPEAKER_DISCRETE,12,0
20,SPEAKER_DISCRETE,13,1
20,SPEAKER_DISCRETE,14,1
20,SPEAKER_DISCRETE,15,0
20,SPEAKER_DISCRETE,16,1
20,SPEAKER_DISCRETE,17,1
20,SPEAKER_DISCRETE,18,1
20,SPEAKER_DISCRETE,19,0
20,SPEAKER_DISCRETE,20,0
20,SPEAKER_DISCRETE,21,0
20,SPEAKER_DISCRETE,22,1
20,SPEAKER_DISCRETE,23,1
20,SPEAKER_DISCRETE,24,0
20,SPEAKER_DISCRETE,25,0
20,SPEAKER_DISCRETE,26,0
20,SPEAKER_DISCRETE,27,0
20,SPEAKER_DISCRETE,28,0
20,SPEAKER_DISCRETE,29,1
20,SPEAKER_DISCRETE,30,1
20,SPEAKER_DISCRETE,31,0
20,SPEAKER_DISCRETE,32,1
20,SPEAKER_DISCRETE,33,1
20,SPEAKER_DISCRETE,34,1
20,SPEAKER_DISCRETE,35,0
20,SPEAKER_DISCRETE,36,1
20,SPEAKER_DISCRETE,37,1
20,SPEAKER_DISCRETE,38,0
20,SPEAKER_DISCRETE,39,0
20,SPEAKER_DISCRETE,40,0
20,SPEAKER_DISCRETE,41,1
20,SPEAKER_DISCRETE,42,1
20,SPEAKER_DISCRETE,43,1
20,SPEAKER_DISCRETE,44,0
20,SPEAKER_DISCRETE,45,0
20,SPEAKER_DISCRETE,46,0
20,SPEAKER_DISCRETE,47,0
20,SPEAKER_DISCRETE,48,0
20,SPEAKER_DISCRETE,49,1
20,SPEAKER_DISCRETE,50,1
20,SPEAKER_DISCRETE,51,1
20,SPEAKER_DISCRETE,52,0
20,SPEAKER_DISCRETE,53,0
20,SPEAKER_DISCRETE,54,1
20,SPEAKER_DISCRETE,55,1
20,SPEAKER_DISCRETE,56,0
20,SPEAKER_DISCRETE,57,1
20,SPEAKER_DISCRETE,58,0
20,SPEAKER_DISCRETE,59,0
20,SPEAKER_DISCRETE,60,1
20,SPEAKER_DISCRETE,61,0
20,SPEAKER_DISCRETE,62,0
20,SPEAKER_DISCRETE,63,1
20,SPEAKER_DISCRETE,64,0
20,SPEAKER_DISCRETE,65,0
20,SPEAKER_DISCRETE,66,0
20,SPEAKER_DISCRETE,67,1
20,SPEAKER_DISCRETE,68,0
20,SPEAKER_DISCRETE,69,1
20,SPEAKER_DISCRETE,70,1
20,SPEAKER_DISCRETE,71,1
20,SPEAKER_DISCRETE,72,1
20,SPEAKER_DISCRETE,73,1
20,SPEAKER_DISCRETE,74,0
20,SPEAKER_DISCRETE,75,1
20,SPEAKER_DISCRETE,76,0
20,SPEAKER_DISCRETE,77,1
20,SPEAKER_DISCRETE,78,1
20,SPEAKER_DISCRETE,79,1
20,SPEAKER_DISCRETE,80,1
20,SPEAKER_DISCRETE,81,1
20,SPEAKER_DISCRETE,82,1
20,SPEAKER_DISCRETE,83,0
20,SPEAKER_DISCRETE,84,0
20,SPEAKER_DISCRETE,85,1
20,SPEAKER_DISCRETE,86,0
20,SPEAKER_DISCRETE,87,0
20,SPEAKER_DISCRETE,88,1
20,SPEAKER_DISCRETE,89,0
20,SPEAKER_DISCRETE,90,0
20,SPEAKER_DISCRETE,91,1
20,SPEAKER_DISCRETE,92,0
20,SPEAKER_DISCRETE,93,0
20,SPEAKER_DISCRETE,94,0
20,SPEAKER_DISCRETE,95,0
20,SPEAKER_DISCRETE,96,1
20,SPEAKER_DISCRETE,97,0
20,SPEAKER_DISCRETE,98,1
20,SPEAKER_DISCRETE,99,0
20,SPEAKER_DISCRETE,100,1
21,SPEAKER_DISCRETE,1,0
21,SPEAKER_DISCRETE,2,1
21,SPEAKER_DISCRETE,3,1
21,SPEAKER_DISCRETE,4,0
21,SPEAKER_DISCRETE,5,1
21,SPEAKER_DISCRETE,6,1
21,SPEAKER_DISCRETE,7,0
21,SPEAKER_DISCRETE,8,1
21,SPEAKER_DISCRETE,9,1
21,SPEAKER_DISCRETE,10,0
21,SPEAKER_DISCRETE,11,0
21,SPEAKER_DISCRETE,12,1
21,SPEAKER_DISCRETE,13,0
21,SPEAKER_DISCRETE,14,1
21,SPEAKER_DISCRETE,15,1
21,SPEAKER_DISCRETE,16,0
21,SPEAKER_DISCRETE,17,0
21,SPEAKER_DISCRETE,18,1
21,SPEAKER_DISCRETE,19,1
21,SPEAKER_DISCRETE,20,1
21,SPEAKER_DISCRETE,21,1
21,SPEAKER_DISCRETE,22,1
21,SPEAKER_DISCRETE,23,0
21,SPEAKER_DISCRETE,24,1
21,SPEAKER_DISCRETE,25,0
21,SPEAKER_DISCRETE,26,1
21,SPEAKER_DISCRETE,27,1
21,SPEAKER_DISCRETE,28,0
21,SPEAKER_DISCRETE,29,0
21,SPEAKER_DISCRETE,30,1
21,SPEAKER_DISCRETE,31,0
21,SPEAKER_DISCRETE,32,1
21,SPEAKER_DISCRETE,33,0
21,SPEAKER_DISCRETE,34,1
21,SPEAKER_DISCRETE,35,1
21,SPEAKER_DISCRETE,36,0
21,SPEAKER_DISCRETE,37,0
21,SPEAKER_DISCRETE,38,1
21,SPEAKER_DISCRETE,39,1
21,SPEAKER_DISCRETE,40,0
21,SPEAKER_DISCRETE,41,0
21,SPEAKER_DISCRETE,42,1
21,SPEAKER_DISCRETE,43,0
21,SPEAKER_DISCRETE,44,0
21,SPEAKER_DISCRETE,45,0
21,SPEAKER_DISCRETE,46,1
21,SPEAKER_DISCRETE,47,0
21,SPEAKER_DISCRETE,48,0
21,SPEAKER_DISCRETE,49,0
21,SPEAKER_DISCRETE,50,1
21,SPEAKER_DISCRETE,51,0
21,SPEAKER_DISCRETE,52,0
21,SPEAKER_DISCRETE,53,1
21,SPEAKER_DISCRETE,54,1
21,SPEAKER_DISCRETE,55,0
21,SPEAKER_DISCRETE,56,1
21,SPEAKER_DISCRETE,57,0
21,SPEAKER_DISCRETE,58,0
21,SPEAKER_DISCRETE,59,1
21,SPEAKER_DISCRETE,60,0
21,SPEAKER_DISCRETE,61,1
21,SPEAKER_DISCRETE,62,0
21,SPEAKER_DISCRETE,63,1
21,SPEAKER_DISCRETE,64,1
21,SPEAKER_DISCRETE,65,0
21,SPEAKER_DISCRETE,66,0
21,SPEAKER_DISCRETE,67,1
21,SPEAKER_DISCRETE,68,0
21,SPEAKER_DISCRETE,69,1
21,SPEAKER_DISCRETE,70,0
21,SPEAKER_DISCRETE,71,0
21,SPEAKER_DISCRETE,72,1
21,SPEAKER_DISCRETE,73,1
21,SPEAKER_DISCRETE,74,0
21,SPEAKER_DISCRETE,75,0
21,SPEAKER_DISCRETE,76,1
21,SPEAKER_DISCRETE,77,0
21,SPEAKER_DISCRETE,78,1
21,SPEAKER_DISCRETE,79,0
21,SPEAKER_DISCRETE,80,1
21,SPEAKER_DISCRETE,81,0
21,SPEAKER_DISCRETE,82,1
21,SPEAKER_DISCRETE,83,1
21,SPEAKER_DISCRETE,84,0
21,SPEAKER_DISCRETE,85,1
21,SPEAKER_DISCRETE,86,1
21,SPEAKER_DISCRETE,87,0
21,SPEAKER_DISCRETE,88,1
21,SPEAKER_DISCRETE,89,1
21,SPEAKER_DISCRETE,90,0
21,SPEAKER_DISCRETE,91,1
21,SPEAKER_DISCRETE,92,0
21,SPEAKER_DISCRETE,93,1
21,SPEAKER_DISCRETE,94,0
21,SPEAKER_DISCRETE,95,0
21,SPEAKER_DISCRETE,96,1
21,SPEAKER_DISCRETE,97,1
21,SPEAKER_DISCRETE,98,0
21,SPEAKER_DISCRETE,99,0
21,SPEAKER_DISCRETE,100,1
22,SPEAKER_DISCRETE,1,0
22,SPEAKER_DISCRETE,2,1
22,SPEAKER_DISCRETE,3,1
22,SPEAKER_DISCRETE,4,0
22,SPEAKER_DISCRETE,5,0
22,SPEAKER_DISCRETE,6,1
22,SPEAKER_DISCRETE,7,0
22,SPEAKER_DISCRETE,8,1
22,SPEAKER_DISCRETE,9,1
22,SPEAKER_DISCRETE,10,1
22,SPEAKER_DISCRETE,11,1
22,SPEAKER_DISCRETE,12,0
22,SPEAKER_DISCRETE,13,0
22,SPEAKER_DISCRETE,14,1
22,SPEAKER_DISCRETE,15,1
22,SPEAKER_DISCRETE,16,1
22,SPEAKER_DISCRETE,17,0
22,SPEAKER_DISCRETE,18,0
22,SPEAKER_DISCRETE,19,1
22,SPEAKER_DISCRETE,20,0
22,SPEAKER_DISCRETE,21,1
22,SPEAKER_DISCRETE,22,0
22,SPEAKER_DISCRETE,23,1
22,SPEAKER_DISCRETE,24,0
22,SPEAKER_DISCRETE,25,1
22,SPEAKER_DISCRETE,26,0
22,SPEAKER_DISCRETE,27,0
22,SPEAKER_DISCRETE,28,1
22,SPEAKER_DISCRETE,29,1
22,SPEAKER_DISCRETE,30,1
22,SPEAKER_DISCRETE,31,1
22,SPEAKER_DISCRETE,32,0
22,SPEAKER_DISCRETE,33,1
22,SPEAKER_DISCRETE,34,1
22,SPEAKER_DISCRETE,35,1
22,SPEAKER_DISCRETE,36,0
22,SPEAKER_DISCRETE,37,0
22,SPEAKER_DISCRETE,38,1
22,SPEAKER_DISCRETE,39,0
22,SPEAKER_DISCRETE,40,1
22,SPEAKER_DISCRETE,41,1
22,SPEAKER_DISCRETE,42,0
22,SPEAKER_DISCRETE,43,0
